ean,pasillo,rubro,subrubro,descripcion,marca,imagen_url,nombre_dia
7702103503916,Desayuno,Galletitas y Cereales,Cereales,,KELLOGGS,https://ardiaprod.vteximg.com.br/arquivos/ids/330464/Cereales-Choco-Krispies-Rice-Kelloggs-265-Gr-_1.jpg?v=638599649669300000,Cereales Choco Krispies Rice Kelloggs 265 Gr.
7790742141903,Frescos,Lácteos,Cremas de leche,,LA SERENISIMA,https://ardiaprod.vteximg.com.br/arquivos/ids/343668/Crema-Liviana-Para-Cocinar-La-Serenisima-200-Gr-_1.jpg?v=638732577016400000,Crema Liviana Para Cocinar La Serenisima 200 Gr.
7791866000480,Almacén,Aceites y Aderezos,Salsa Golf,,NATURA,https://ardiaprod.vteximg.com.br/arquivos/ids/344458/Salsa-Golf-Natura-250-Gr-_1.jpg?v=638786870898930000,Salsa Golf Natura 250 Gr.
7794626012822,Perfumería,Protección femenina,Protección diaria,"- Con alas
- AJUSTE PERFECTO DETRÁS: ayuda a evitar desbordes
- MÁXIMA SEGURIDAD: absorción instantánea y control de olores",LINA,https://ardiaprod.vteximg.com.br/arquivos/ids/306839/Toalla-Higienica-Lina-Esencial-Con-Alas-x-16-Ud-_1.jpg?v=638599322435770000,Toalla Higiénica Lina Esencial Con Alas x 16 Ud.
7790742436207,Frescos,Leches,Leches en polvo,,LA SERENISIMA,https://ardiaprod.vteximg.com.br/arquivos/ids/343615/Leche-En-Polvo-La-Serenisima-Descremada-200-Gr-_1.jpg?v=638732576350300000,Leche En Polvo La Serenisima Descremada 200 Gr.
7891024131183,Perfumería,Cuidado Bucal,Enjuagues bucal,"Enjuague Bucal que limpia profundamente proporcionando frescura intensa y aliento fresco y duradero
Beneficios:
-12 horas de protección contra la placa y las bacterias
-Sin sensación de ardor
-Intensa y notable frescura
-Micro-cristales de frescura
-sin alcohol
-Aliento fresco
-Ayuda a reducir hasta el 99.9% de los gérmenes*
*Producto cosmético sin acción terapéutica, ayuda a reducir hasta el 99.9% de A. actinomycetemcomitans Y S. mutans
Llene la tapa dosificadora hasta la línea contínua (20 ml). No adicione agua. Enjuague la boca durante 30 segundos y después elimine el producto de la boca. U",COLGATE,https://ardiaprod.vteximg.com.br/arquivos/ids/365070/Enjuague-Bucal-Colgate-Plax-Fresh-Mint-500X-350-Ml-_1.jpg?v=639066591642870000,Enjuague Bucal Colgate Plax Fresh Mint 500X 350 Ml.
7891024034767,Perfumería,Jabones,Jabones en barra,"El jabón de tocador Palmolive Naturals Oliva y Aloe Vera Nutrición Humectante*, con ingredientes 100% de origen natural, deja tu piel suave y humectada**. Ayuda en el cuidado de la piel al mantener su humectación natural para una sensación de Nutrición. Con este jabón de baño Nutritivo*** de aseo personal descubre la sensación renovadora de Palmolive Naturals. Su fórmula funciona como alimento para tu piel para mantenerla radiante. Si tu piel se nutre, todo se nutre. Nutre tus sentidos con la bondad de los ingredientes naturales. Incluye en tu rutina de higiene personal este jabón Palmolive Na",PALMOLIVE,https://ardiaprod.vteximg.com.br/arquivos/ids/364320/Jabon-De-Tocador-Barra-Palmolive-Naturals-Aloe-Y-Oliva-85-Gr-_1.jpg?v=639051040283370000,Jabon De Tocador Barra Palmolive Naturals Aloe Y Oliva 85 Gr.
7790550000157,Desayuno,Infusiones y Endulzantes,Café,,CABRALES,https://ardiaprod.vteximg.com.br/arquivos/ids/310378/Cafe-Molido-Torrado-La-Planta-de-Cafe-250-Gr-_1.jpg?v=638599370712230000,Café Molido Torrado La Planta de Café 250 Gr.
7790250042075,Bebés y Niños,Pañales,Pañales,,BABYSEC,https://ardiaprod.vteximg.com.br/arquivos/ids/347485/Pañales-Babysec-Ultrasoft-XG-32-Ud-_1.jpg?v=638780676904070000,Pañales Babysec Ultrasoft XG 32 Ud.
7795323775515,Bebés y Niños,Alimentación para bebés,Leches infantiles,La Serenísima Baby 3 es una leche modificada para niños mayores a 1 año de edad. Libre de gluten. Sin T.A.C.C.,LA SERENISIMA,https://ardiaprod.vteximg.com.br/arquivos/ids/346030/Leche-Infantil-La-Serenisima-Baby-3-200-Ml-_1.jpg?v=638751393791800000,Leche Infantil La Serenisima Baby 3 200 Ml.
7790070509048,Desayuno,Infusiones y Endulzantes,Yerba mate,,CRUZ DE MALTA,https://ardiaprod.vteximg.com.br/arquivos/ids/318932/Yerba-Tradicional-Cruz-de-Malta-sin-tacc-500-Gr-_1.jpg?v=638599496636800000,Yerba Tradicional Cruz de Malta sin tacc 500 Gr.
7622201735258,Desayuno,Galletitas y Cereales,Galletitas dulces,"¡Agregá tus Oreo al carrito! Para el desayuno, para merendar en familia, para snackear en el recreo del colegio o en la facultadd o para compartir con amigos. Para mayor información, consultá las calorías y Tabla Nutricional al dorso del empaque.",OREO,https://ardiaprod.vteximg.com.br/arquivos/ids/371866/Galletitas-Oreo-Rellenas-con-Crema-Sabor-Original-354-Gr-_1.jpg?v=639159903275970000,Galletitas Oreo Rellenas con Crema Sabor Original 354 Gr.
7790070761033,Bebidas,Bodega,Espumantes,,NIETO SENETINER,https://ardiaprod.vteximg.com.br/arquivos/ids/375694/Espumante-Extra-Brut-Nieto-Senetiner-750-Ml_1.jpg?v=639187550534700000,Espumante Extra Brut Nieto Senetiner 750 Ml
7790040377806,Desayuno,Galletitas y Cereales,Galletitas saladas,,CRIOLLITAS,https://ardiaprod.vteximg.com.br/arquivos/ids/356611/Crackers-Criollitas-300-Gr-_1.jpg?v=638912806789370000,Crackers Criollitas 300 Gr.
7790070412126,Almacén,Pastas y arroce,Arroce,,MAXIMO,https://ardiaprod.vteximg.com.br/arquivos/ids/373601/Arroz-Largo-Fino-Maximo-1-Kg-_1.jpg?v=639168573279870000,Arroz Largo Fino Maximo 1 Kg.
7790742324108,Frescos,Fiambrería,Queso crema y untables,"El queso Finlandia reducido en calorías de La Serenísima es la opción perfecta para aquellos que buscan cuidar su alimentación sin renunciar al sabor del queso. Con menos grasas y calorías que el queso tradicional, este producto es ideal para añadir a tus comidas o para disfrutar como snack.",FINLANDIA,https://ardiaprod.vteximg.com.br/arquivos/ids/352316/Queso-Finlandia-Reducido-En-Calorias-La-Serenisima-290-Gr-_1.jpg?v=638851463086130000,Queso Finlandia Reducido En Calorías La Serenisima 290 Gr.
7500435169646,Perfumería,Máquinas de afeitar,Máquinas de afeitar,,GILLETTE,https://ardiaprod.vteximg.com.br/arquivos/ids/359487/Maquina-De-Afeitar-Presto-Barba-2-Gillette-3-Ud-_1.jpg?v=638955995280970000,Maquina De Afeitar Presto Barba 2 Gillette 3 Ud.
7509546686523,Perfumería,Cuidado Bucal,Pastas de dientes,"Pasta Dental limpieza Profunda y Triple Protección para toda la familia. 
Fortalece los dientes, combate las caries por la protección del flúor y tiene un delicioso sabor a menta, dejando una sensación refrescante en la boca.
Protección anticaries

Dientes blancos

Aliento fresco

Cepíllese adecuadamente los dientes después de cada comida, tres veces al día o según la recomendación de su odontólogo. Enjuague completamente después del cepillado.",COLGATE,https://ardiaprod.vteximg.com.br/arquivos/ids/360890/Pasta-Dental-Colgate-Triple-Accion-90-Gr-_1.jpg?v=638991559576000000,Pasta Dental Colgate Triple Acción 90 Gr.
7753442000390,Perfumería,Cuidado Bucal,Cepillos de dientes,"Cepillo de dientes Kolynos Singular con Mango Flexible para un cepillado más controlable. Cerdas Medias.
Cepíllese adecuadamente los dientes después de cada comida, tres veces al día o según la recomendación de su odontólogo. Enjuagar completamente después del cepillado
Los odontólogos e higienistas recomiendan cambiar el cepillo de dientes cada 3 meses",KOLYNOS,https://ardiaprod.vteximg.com.br/arquivos/ids/360811/Cepillo-De-Dientes-Kolynos-Master-Plus-1-Ud-_1.jpg?v=638969829771200000,Cepillo De Dientes Kolynos Master Plus 1 Ud.
7794000008519,Almacén,Comidas listas,Caldos,,KNORR,https://ardiaprod.vteximg.com.br/arquivos/ids/307298/Caldo-Verdura-Con-Vegetales-Balance-Knorr-12-Ud-_1.jpg?v=638599328513500000,Caldo Verdura Con Vegetales Balance Knorr 12 Ud.
7622201736033,Desayuno,Galletitas y Cereales,Galletitas saladas,¡Arrancá el día con todas las pilas y la energía que necesitás para tu día a día! Disfrutá de tus crackers saludables y acompañalas como más te guste.,CEREALITAS,https://ardiaprod.vteximg.com.br/arquivos/ids/312702/Galletitas-Crackers-Clasicas-Cerealitas-212-Gr-_1.jpg?v=638599404194600000,Galletitas Crackers Clásicas Cerealitas 212 Gr.
7790398100132,Frescos,Fiambrería,Rallados y en Hebras,,LA PAULINA,https://ardiaprod.vteximg.com.br/arquivos/ids/359897/Queso-Rallado-La-Paulina-150-Gr-_1.jpg?v=638967239745130000,Queso Rallado La Paulina 150 Gr.
7793147570606,Bebidas,Cervezas,Rubia,,SCHNEIDER,https://ardiaprod.vteximg.com.br/arquivos/ids/358755/Cerveza-Schneider-Rubia-710-Ml-_1.jpg?v=638951682255600000,Cerveza Schneider Rubia 710 Ml.
7791337009684,Frescos,Lácteos,Yogures enteros,"GRAN COMPRA bebible, descremado, sabor frutilla. 
Bebible sabor frutilla elaborado con leche fresca de La Serenisima. SACHET 900gr.
Yogur parcialmente descremado endulzado fortificado con zinc y vitaminas A y D sabor frutilla libre de gluten. SIN TACC",GRAN COMPRA,https://ardiaprod.vteximg.com.br/arquivos/ids/358370/Yogur-Bebible-Frutilla-Gran-Compra-900-Gr-_1.jpg?v=638949091122170000,Yogur Bebible Frutilla Gran Compra 900 Gr.
7792180139320,Almacén,Harinas,Harinas de trigo,,CAÑUELAS,https://ardiaprod.vteximg.com.br/arquivos/ids/367675/Harina-000-Cañuelas-Ultra-Refinada-1-Kg-_1.jpg?v=639117568493870000,Harina 000 Cañuelas Ultra Refinada 1 Kg.
7794000008007,Almacén,Conservas,Tomates y Salsas,"La salsa tipo casera Pomarola de Knorr es la opción perfecta para aquellos que desean disfrutar del sabor auténtico de una salsa casera en sus comidas diarias, sin tener que invertir mucho tiempo en la cocina. Con su presentación de 340 gramos, esta salsa lista para usar te brinda la comodidad de agregar el delicioso sabor de una salsa Pomarola a tus preparaciones de manera rápida y sencilla. Elaborada con ingredientes de calidad, la salsa tipo casera Pomarola de Knorr combina cebolla, zanahoria, albahaca, tomate, pimentón dulce, ajo, laurel, pimienta negra y tomillo. Estos ingredientes cuidad",KNORR,https://ardiaprod.vteximg.com.br/arquivos/ids/345389/Salsa-Knorr-Pomarola-Tradicional-340-Gr-_1.jpg?v=638744396987970000,Salsa Knorr Pomarola Tradicional 340 Gr.
7791290793675,Limpieza,Cuidado de la ropa,Suavizantes,"Suavizante de Ropa Comfort Clásico, ahora con cápsulas de fragancia, para darle a tu ropa brillo, suavidad y un aroma espectacular que dura más tiempo en tu ropa. Comfort es la marca experta en el cuidado de tu ropa para que puedas protegerla de los malos olores y cuides cada una de las fibras de tus prendas.

Ayuda a que mantengan la elasticidad, y dejando la ropa más suave, perfumada y fresca por mucho más tiempo. Solo tenés que colocar el suavizante en la gaveta correcta del lavarropas, elegí el ciclo de lavado girando la perilla y el lavarropas se ocupará del resto. El suavizante para la r",COMFORT,https://ardiaprod.vteximg.com.br/arquivos/ids/359363/Suavizante-Para-Ropa-Comfort-Clasico-Capsulas-De-Fragancia-Doypack-3-Lt-_1.jpg?v=638955134958570000,Suavizante Para Ropa Comfort Clasico Capsulas De Fragancia Doypack 3 Lt.
7790040148857,Desayuno,Galletitas y Cereales,Galletitas dulces,,CHOCOLINAS,https://ardiaprod.vteximg.com.br/arquivos/ids/356609/Galletitas-Blanco-Choco-170-Gr-_1.jpg?v=639015031410600000,Galletitas Blanco Choco 170 Gr.
7793147570743,Bebidas,Cervezas,Rubia,,IMPERIAL,https://ardiaprod.vteximg.com.br/arquivos/ids/358754/Cerveza-Ipa-Imperial-lata-473-Ml-_1.jpg?v=638951682238000000,Cerveza Ipa Imperial lata 473 Ml.
7798143355608,Almacén,Picadas,Snacks,,EXPORTADOR,https://ardiaprod.vteximg.com.br/arquivos/ids/330642/Mani-Japones-Exportadora-Conosur-50-Gr-_1.jpg?v=638599652038500000,Mani Japones Exportadora Conosur 50 Gr.
8445290987587,Mascotas,Perros,Alimento,,DOG CHOW,https://ardiaprod.vteximg.com.br/arquivos/ids/313166/Adulto-Mini---Pequeño-Dog-Chow-x-15-Kg-_1.jpg?v=638599410475470000,"Adulto Mini & Pequeño Dog Chow x 1,5 Kg."
7792170110575,Bebidas,Jugos e Isotónicas,Isotónicas y Energizantes,"Gatorade es la bebida deportiva número uno del mundo diseñada para la rehidratación y reposición de electrolitos en diversas ocasiones, especialmente durante la actividad física. Gracias a su fórmula, permite reponer rápidamente los líquidos y sales minerales que se pierden al transpirar.",GATORADE,https://ardiaprod.vteximg.com.br/arquivos/ids/311993/Isotonica-Gatorade-Manzana-Botella-125-Lt-_1.jpg?v=638822261674230000,"Isotónica Gatorade Manzana Botella 1,25 Lt."
7798156260289,Frescos,Fiambrería,Fiambres,,EL ARTESANO,https://ardiaprod.vteximg.com.br/arquivos/ids/330546/Jamon-Crudo-Tradicional-El-Artesano-100-Gr-_1.jpg?v=638599650667370000,Jamon Crudo Tradicional El Artesano 100 Gr.
7791130683791,Limpieza,Limpiadores,Limpiadores de piso,,PROCENEX,https://ardiaprod.vteximg.com.br/arquivos/ids/339823/Limpiador-Liquido-Pisos-Procenex-2-en-1-Limon-18-Lt-_1.jpg?v=638689888825700000,"Limpiador Líquido Pisos Procenex 2 en 1 Limón 1,8 Lt."
7790387014624,Desayuno,Infusiones y Endulzantes,Yerba mate,,UNION,https://ardiaprod.vteximg.com.br/arquivos/ids/320758/Yerba-Mate-Union-Suave-4-Flex-500-Gr-_1.jpg?v=638599522195800000,Yerba Mate Unión Suave 4 Flex 500 Gr.
7791866004211,Almacén,Aceites y Aderezos,Mostaza,,NATURA,https://ardiaprod.vteximg.com.br/arquivos/ids/338249/Mostaza-Doy-Pack-Natura-250-Gr-_1.jpg?v=638786840898930000,Mostaza Doy Pack Natura 250 Gr.
8445290993045,Almacén,Comidas listas,Puré,"Unidad de 200 gramos.                                                 El puré de papas MAGGI® está hecho con papas 100% naturales, y con esencia de crema natural. Es una excelente alternativa para incorporar energía a tu alimentación de una manera fácil, rica y rápida. Es el perfecto acompañamiento para todas las comidas; se prepara en pocos minutos y además es nutritivo. Es la guarnición preferida de los chicos. Con MAGGI la verdadera magia pasa en la cocina.                                           Conservación del producto: mantener en un lugar seco y fresco.",MAGGI,https://ardiaprod.vteximg.com.br/arquivos/ids/367098/Pure-De-Papas-Original-X-200-Gr-_1.jpg?v=639105471409800000,Pure De Papas Original X 200 Gr.
7790010002769,Perfumería,Protección femenina,Toallitas femeninas,"Formato más delgado que te brinda mayor discreción
Hasta 100% de protección garantizada durante 6 horas
Con cápsulas de gel que absorben rápidamente el flujo, manteniéndolo lejos del contacto con tu cuerpo",SIEMPRE LIBRE,https://ardiaprod.vteximg.com.br/arquivos/ids/369077/Toallas-Femeninas-Siempre-Libre-Especial-Ultrafina-Suave-C-Alas-X-8-Ud-_1.jpg?v=639138303774300000,Toallas Femeninas Siempre Libre Especial Ultrafina Suave C/ Alas X 8 Ud.
7622201735906,Desayuno,Galletitas y Cereales,Galletitas dulces,"¿Ya tenés tus Galletitas Dulces Pepitos para hoy? Agregá al carrito tus cookies favoritas, hechas con chispas del más rico chocolate Cadbury. Consultá ingredientes y Tabla Nutricional al dorso del empaque.",PEPITOS,https://ardiaprod.vteximg.com.br/arquivos/ids/353536/Galletitas-Pepitos-Con-Chips-De-Chocolate-119-Gr-_1.jpg?v=638913145488400000,Galletitas Pepitos Con Chips De Chocolate 119 Gr.
7791813828365,Bebidas,Gaseosas,Cola,,PEPSI,https://ardiaprod.vteximg.com.br/arquivos/ids/364004/Gaseosa-Pepsi-Black-Botella-500-Ml-_1.jpg?v=639041535811530000,Gaseosa Pepsi Black Botella 500 Ml.
7791130963329,Limpieza,Cuidado de la ropa,Aprestos y Perfumes,,ROBIN,https://ardiaprod.vteximg.com.br/arquivos/ids/354605/Apresto-Doypac-Robin-450-Ml-_1.jpg?v=638884499762370000,Apresto Doypac Robin 450 Ml.
7790895643866,Bebidas,Jugos e Isotónicas,Jugos listos,,ADES,https://ardiaprod.vteximg.com.br/arquivos/ids/357934/Ades-Soja---Jugo-De-Frutas-Tropicales-1-Lt-_1.jpg?v=638939019354100000,Ades Soja + Jugo De Frutas Tropicales 1 Lt.
7791675908991,Almacén,Picadas,Aceitunas y Encurtidos,,CASTELL,https://ardiaprod.vteximg.com.br/arquivos/ids/329620/Pickles-Castell-140-Gr-_1.jpg?v=638599638227070000,Pickles Castell 140 Gr.
7790639003451,Bebidas,Gaseosas,Pomelo,,CUNNINGTON,https://ardiaprod.vteximg.com.br/arquivos/ids/339936/Gaseosa-Cunnington-Pomelo-225-Lt-_1.jpg?v=638689890302370000,"Gaseosa Cunnington Pomelo 2,25 Lt."
80050315,Almacén,Golosinas y Alfajores,Chocolates,,KINDER,https://ardiaprod.vteximg.com.br/arquivos/ids/312600/Barra-de-Chocolate-con-Leche-Kinder-125-Gr-_1.jpg?v=638823944161930000,"Barra de Chocolate con Leche Kinder 12,5 Gr."
7791560040126,Bebidas,Bodega,Espumantes,,MUMM,https://ardiaprod.vteximg.com.br/arquivos/ids/310014/Champagne-Mumm-Extra-Brut-750-Ml-_1.jpg?v=638599365853400000,Champagne Mumm Extra Brut 750 Ml.
7791290795112,Limpieza,Cuidado de la ropa,Jabón líquido,"El nuevo Jabón Líquido para lavar ropa Granby Bicarbonato Baja Espuma de Limón (800 ml) ofrece una limpieza profunda con bicarbonato y agente blanqueador. Y una fragancia duradera de Limón. Su nueva fórmula con Bicarbonato quita la suciedad y asegura la limpieza de la ropa, dejandola impecable. Además, su agente blanqueador no solo mejora la apariencia de telas blancas, sino que también aumenta el brillo de las telas coloreadas. Los productos de limpieza Granby te ayudan a mantener tus prendas limpias y al mismo tiempo a cuidar tu bolsillo. Los jabones líquidos son aptos para todo tipo de tela",GRANBY,https://ardiaprod.vteximg.com.br/arquivos/ids/345454/Jabon-Liquido-Para-Lavar-Ropa-Granby-Bicarbonato-Baja-Espuma-De-Limon-800-Ml-_1.jpg?v=638744397684800000,Jabón Liquido Para Lavar Ropa Granby Bicarbonato Baja Espuma De Limón 800 Ml.
7790360720382,Frescos,Fiambrería,Patés,,SWIFT,https://ardiaprod.vteximg.com.br/arquivos/ids/308820/Pate-de-Foie-Swift-90-Gr-_1.jpg?v=638599348911100000,Pate de Foie Swift 90 Gr.
7791293049519,Perfumería,Cuidado Personal,Desodorantes Masculinos,"Descubre la máxima protección contra las bacterias con el nuevo Desodorante REXONA Antibacterial Protection Women 150 ml. Diseñado para mantener tu frescura y seguridad durante 72 horas. Con su fórmula única, este desodorante brinda una protección superior contra el sudor y el mal olor, asegurando que te sientas confiada y protegida en cada situación. Su presentación de 150 ml es ideal para llevar contigo a todos lados y usarlo en cualquier momento del día. El Desodorante REXONA Antibacterial Protection Women 150 ml está dermatológicamente testeado, lo que garantiza suavidad y cuidado para tu",REXONA,https://ardiaprod.vteximg.com.br/arquivos/ids/308861/Desodorante-Masculino-Power-Rexona-x-105-Gr-_1.jpg?v=638599349444470000,Desodorante Masculino Antitranspirante Rexona x 105 Gr.
7790703205064,Bebidas,Bodega,Vino Tinto,,DON VALENTIN,https://ardiaprod.vteximg.com.br/arquivos/ids/329576/Vino-Malbec-Lacrado-Don-Valentin-750-Ml-_1.jpg?v=638983965293300000,Vino Malbec Lacrado Don Valentin 750 Ml.
7792360072461,Almacén,Golosinas y Alfajores,"Turrones, obleas y confitados",,NUGATON,https://ardiaprod.vteximg.com.br/arquivos/ids/317340/Oblea-Nugaton-Chocolate-Blanco-27-Gr-_1.jpg?v=638599472622700000,Oblea Nugaton Chocolate Blanco 27 Gr.
7790742363008,Frescos,Leches,Leches enteras,"Descubrí la Leche La Serenisima Entera Fortificada con Vitaminas A, C, D y E al 3% de grasa en envase de 1L. Disfrutá de todos los beneficios de esta leche de calidad, perfecta para complementar tu dieta y brindarte los nutrientes esenciales.",LA SERENISIMA,https://ardiaprod.vteximg.com.br/arquivos/ids/343644/Leche-Larga-Vida-Clasica-3--La-Serenisima-1-Lt-_1.jpg?v=638882737968930000,Leche Larga Vida Clásica 3% La Serenisima 1 Lt.
7790250016182,Limpieza,Papelería,Papel Higiénico,,HIGIENOL,https://ardiaprod.vteximg.com.br/arquivos/ids/347640/Papel-Higienico-Higienol-Fresh-hoja-simple-30-m-4-Ud-_1.jpg?v=638888978741900000,Papel Higiénico Higienol Fresh hoja simple 30 m 4 Ud.
8445290585004,Mascotas,Gatos,Accesorios para gatos,,GATI,https://ardiaprod.vteximg.com.br/arquivos/ids/323964/Alimento-Para-Gato-Pescado-y-Salmon-Gati-x-3-Kg-_1.jpg?v=638599562806900000,Alimento Para Gato Pescado y Salmon Gati x 3 Kg.
7790070433145,Almacén,Pastas y arroce,Arroce,,GALLO,https://ardiaprod.vteximg.com.br/arquivos/ids/372910/Arroz-Largo-Fino-Gallo-500-Gr-_1.jpg?v=639168563527070000,Arroz Largo Fino Gallo 500 Gr.
7790070320940,Almacén,Panadería,Otras especialidades,,LUCCHETTI,https://ardiaprod.vteximg.com.br/arquivos/ids/324982/Fajitas-Lucchetti-280-Gr-_1.jpg?v=639044194810000000,Fajitas Lucchetti 280 Gr.
7791670027611,Bebidas,Bodega,Espumantes,,FEDERICO DE ALVEAR,https://ardiaprod.vteximg.com.br/arquivos/ids/358808/Champagne-Federico-de-Alvear-Extra-Dulce-Edicion-Especial-750-Ml-_1.jpg?v=638991646295500000,Champagne Federico de Alvear Extra Dulce Edición Especial 750 Ml.
7798290580113,Bebidas,Jugos e Isotónicas,Jugos listos,,TUTTI,https://ardiaprod.vteximg.com.br/arquivos/ids/363122/Jugos-Multifruta-Tutti-200-Ml-_1.jpg?v=639016488748700000,Jugos Multifruta Tutti 200 Ml.
7797942001723,Frescos,Listos para disfrutar,Sandwiches y Ensaladas,,ROCKY,https://ardiaprod.vteximg.com.br/arquivos/ids/326808/Ensalada-Rocky-4-Colores-250-Gr-_1.jpg?v=638599600276200000,Ensalada Rocky 4 Colores 250 Gr.
7791293047102,Perfumería,Cuidado del pelo,Shampoo,Repara y nutre tu cabello dañado con el Shampoo Reconstrucción Dove. Su fórmula con Nutri-Keratin brinda una reparación visible y progresiva lavado tras lavado. Protege tu cabello contra el daño futuro y devuelve su aspecto saludable y fuerte.,DOVE,https://ardiaprod.vteximg.com.br/arquivos/ids/370067/Shampoo-Dove-Reconstruccion-Completa-400-Ml-_1.jpg?v=639147808334030000,Shampoo Dove Reconstrucción Completa 400 Ml.
7790045001584,Desayuno,Galletitas y Cereales,Cereales,,GRANIX,https://ardiaprod.vteximg.com.br/arquivos/ids/368351/Copos-de-Maiz-Granix-160-Gr-_1.jpg?v=639129663579700000,Copos de Maíz Granix 160 Gr.
7791337009387,Frescos,Lácteos,Yogures enteros,"YOGURISIMO bebible, parcialmente descremado, sabor frutilla. 
Un yogur que te gusta. Refrescante y con ese delicioso sabor que te encanta, y lo mejor: funciona en cualquier momento del día. BOTELLITA 190gr.
Yogur con probióticos endulzado parcialmente descremado fortificado con zinc y vitaminas A y D sabor a frutilla libre de gluten. Sin TACC.",YOGURISIMO,https://ardiaprod.vteximg.com.br/arquivos/ids/361391/Yogur-Bebible-Botellita-Frutilla-Yogurisimo-190-Gr-_1.jpg?v=638974145868400000,Yogur Bebible Botellita Frutilla Yogurisimo 190 Gr.
7791813888376,Bebidas,Gaseosas,Cola,,PEPSI,https://ardiaprod.vteximg.com.br/arquivos/ids/363967/Gaseosa-Cola-Pepsi-en-Lata-354-ml-_1.jpg?v=639041535391670000,Gaseosa Cola Pepsi en Lata 354 ml.
7790070509055,Desayuno,Infusiones y Endulzantes,Yerba mate,,CRUZ DE MALTA,https://ardiaprod.vteximg.com.br/arquivos/ids/325803/Yerba-Mate-Cruz-de-Malta-Tradicional-sin-tacc-1-Kg-_1.jpg?v=638599585922070000,Yerba Mate Cruz de Malta Tradicional sin tacc 1 Kg.
7791560991015,Bebidas,Bodega,Espumantes,,MUMM,https://ardiaprod.vteximg.com.br/arquivos/ids/334626/Brut-Rosa-Mumm-269-Ml-_1.jpg?v=638635545056200000,Brut Rosa Mumm 269 Ml.
7790010002653,Perfumería,Protección femenina,Toallitas femeninas,"Formato que se ajusta a tus movimientos y a cualquier ropa interior
Con cápsulas de gel que absorben rápidamente el flujo, manteniéndolo lejos del contacto con tu cuerpo
Agentes naturales que neutralizan posibles olores de la menstruación",SIEMPRE LIBRE,https://ardiaprod.vteximg.com.br/arquivos/ids/369080/Toallitas-Femeninas-Siempre-Libre-Especial-Suave-Con-Alas-x-8-Ud-_1.jpg?v=639138303812930000,Toallitas Femeninas Siempre Libre Especial Suave Con Alas x 8 Ud.
7891000434239,Desayuno,Infusiones y Endulzantes,Café,"10 cápsulas                                                                          Medida: 180ml                                                                Intensidad: 7                                                                             El clásico del desayuno. Dejate seducir por este café Robusta de fuerte carácter combinado con la suavidad de la leche entera. ¡Y todo en una sola cápsula! Nuestro Café Au Lait presenta un tostado medio perfectamente equilibrado para comenzar el día. Todas las variedades de Nescafé Dolce Gusto tienen su propia personalidad, pero siempre sos vos q",NESCAFE,https://ardiaprod.vteximg.com.br/arquivos/ids/353798/Nescafe-Dolce-Gusto-Cafe-Con-Leche-X-10-Ud-_1.jpg?v=638871336064970000,Nescafé Dolce Gusto Café Con Leche X 10 Ud.
70330609723,Limpieza,Fósforos y Velas,Encendedores,,BIC,https://ardiaprod.vteximg.com.br/arquivos/ids/306864/Encendedor-Maxi-Bic_1.jpg?v=638599322753000000,Encendedor Maxi Bic 1 Ud.
7790895000782,Bebidas,Gaseosas,Cola,,COKE/COCACOLA,https://ardiaprod.vteximg.com.br/arquivos/ids/358630/Gaseosa-CocaCola-Sabor-Original-500-Ml-_1.jpg?v=638951680514230000,Gaseosa Coca-Cola Sabor Original 500 Ml.
7509552902358,Perfumería,Cuidado del pelo,Acondicionadores,"¿Cabello deshidratado o pesado? ¡Hidrátalo con el nuevo Acondicionador Elvive Hidra Rellenador con Ácido Hialurónico! Deja tu pelo intensamente hidratado, ligero y brillante. #ElviveHialurónico
Nuestro Acondicionador Hidra Rellenador, formulado con Ácido Hialurónico y sin sal, mantiene la hidratación en la fibra capilar para una transformación instantánea. 4 veces más hidratación.
- Cabello hidratado y desenredado.
- Frizz bajo control.
- Cabello suave, ligero y brillante.

Modo de uso

Aplicar en puntas y largos sobre el cabello mojado después del shampoo ELVIVE HIDRA HIALURÓNICO. Dejar actua",ELVIVE,https://ardiaprod.vteximg.com.br/arquivos/ids/333156/Acodicionador-Elvive-Hidra-Hialuronico-400-Ml-_1.jpg?v=638936500993330000,Acodicionador Elvive Hidra Hialuronico 400 Ml.
7794820903063,Frescos,Fiambrería,Queso crema y untables,,MILKAUT,https://ardiaprod.vteximg.com.br/arquivos/ids/319916/Queso-Untable--Milkaut-Crematto-Clasico-285-Gr-_1.jpg?v=638599510654700000,Queso Untable  Milkaut Crematto Clásico 285 Gr.
7790070509123,Desayuno,Infusiones y Endulzantes,Yerba mate,,CHAMIGO,https://ardiaprod.vteximg.com.br/arquivos/ids/309240/Yerba-Mate-Chamigo-500-Gr-_1.jpg?v=638599354383770000,Yerba Mate Chamigo 500 Gr.
77976291,Almacén,Golosinas y Alfajores,"Turrones, obleas y confitados",Comprá online tus TITA de Terrabusi y disfrutá de una golosina bien argentina: deliciosas galletitas de chocolate rellenas con sabor a Limon.,TITA,https://ardiaprod.vteximg.com.br/arquivos/ids/331059/Oblea-Tita-Chocolate-19-Gr-_1.jpg?v=638603483935500000,Oblea Tita Chocolate 19 Gr.
